teratology |1. That branch of biological science which treats of monstrosities, malformations, or deviations from the normal type of structure, either in plants or animals. 2. Affectation of sublimity; bombast. [Obs.] Bailey.
teratoma |A tumor, sometimes found in newborn children, which is made up of a heterigenous mixture of tissues, as of bone, cartilage and muscle.
terbic |Of, pertaining to, or containing, terbium; also, designating certain of its compounds.
terbium |A rare metallic element, of uncertain identification, supposed to exist in certain minerals, as gadolinite and samarskite, with other rare ytterbium earth. Symbol Tr or Tb. Atomic weight 150.
terce |See Tierce.
tercel |See Tiercel. Called also tarsel, tassel. Chaucer.
tercelet |A male hawk or eagle; a tiercelet. Chaucer.
tercellene |A small male hawk. [R.] Sir T. Browne.
tercentenary |Including, or relating to, an interval of three hundred years. -- n.  The three hundredth anniversary of any event; also, a celebration of such an anniversary.
tercet |1. (Mus.)  A triplet. Hiles. 2. (Poetry)  A triplet; a group of three lines.
tercine |A cellular layer derived from the nucleus of an ovule and surrounding the embryo sac. Cf. Quintine.
terebate |A salt of terebic acid.
terebene |A polymeric modification of terpene, obtained as a white crystalline camphorlike substance; -- called also camphene. By extension, any one of a group of related substances.
terebenthene |Oil of turpentine. See Turpentine.
terebic |Pertaining to, or obtained from, terbenthene (oil of turpentine); specifically, designating an acid, C7H10O4, obtained by the oxidation of terbenthene with nitric acid, as a white crystalline substance.
terebilenic |Of, pertaining to, or designating, a complex acid, C7H8O4, obtained as a white crystalline substance by a modified oxidation of terebic acid.
terebinth |The turpentine tree.
terebinthic |Of or pertaining to turpentine; resembling turpentine; terbinthine; as, terbinthic qualities.
terebinthinate |Impregnating with the qualities of turpentine; terbinthine.
terebinthine |Of or pertaining to turpentine; consisting of turpentine, or partaking of its qualities.
terebra |1. (Zoöl.)  A genus of marine gastropods having a long, tapering spire. They belong to the Toxoglossa. Called also auger shell. 2. (Zoöl.)  The boring ovipositor of a hymenopterous insect.
